Chr,tissue1,tissue2,clasif,dist1,dist2,trans all,nodes,links,CC_V_3,CC_V_4,CC_V_5,CC_V_6,CC_V_8,CC_V_+,CC_V_max,CC_V_aver,CC_E_3,CC_E_4,CC_E_5,CC_E_6,CC_E_8,CC_E_+,CC_E_max,CC_E_aver,BC_V_3,BC_V_4,BC_V_5,BC_V_6,BC_V_8,BC_V_+,BC_V_max,BC_V_aver,BC_E_3,BC_E_4,BC_E_5,BC_E_6,BC_E_8,BC_E_+,BC_E_max,BC_E_aver,SC_V_3,SC_V_4,SC_V_5,SC_V_6,SC_V_8,SC_V_+,SC_V_max,SC_V_aver,SC_E_3,SC_E_4,SC_E_5,SC_E_6,SC_E_8,SC_E_+,SC_E_max,SC_E_aver,CL_3,CL_4,CL_5,CL_6,CL_8,CL_+,CL_max,CL_aver,antiparalllelEdges,edgeTissues2,edgeTissues3,edgeTissues4,edgeTissues5,edgeTissues6,edgeTissues7,edgeTissues8,edgeTissues9,edgeTissues10,edgeTissues11,edgeTissues12,edgeTissues13,edgeTissues14,edgeTissues15,edgeTissues16
1,Mon,Mac0,CFU-GM,546,12,72592,0.662677,0.976372,0.0,0.001948,0.000917,0.00126,0.001948,0.013519,0.030247,0.00375,0.001833,0.001031,0.001031,0.001031,0.00126,0.013405,0.079283,0.005537,0.000687,0.002864,0.001375,0.00126,0.001719,0.009166,0.01478,0.001804,0.000687,0.002521,0.000344,0.00126,0.001375,0.010884,0.053046,0.003874,0.001031,0.000917,0.000458,0.000115,0.000344,0.000344,0.001146,0.000557,0.0,0.001031,0.0,0.000344,0.000573,0.00126,0.006645,0.001284,0.086501,0.017873,0.010311,0.000573,0.0,0.0,0.000687,0.000384,0.010884,0.031507,0.074013,0.127288,0.182626,0.245181,0.304071,0.354253,0.404664,0.46172,0.520839,0.595195,0.677571,0.784008,0.901786,0.976372
1,Mon,Mac1,CFU-GM,546,12,72592,0.647132,0.942562,0.0,0.002269,0.001475,0.001135,0.001021,0.014522,0.028817,0.003467,0.002269,0.001361,0.001135,0.000567,0.001021,0.014068,0.065916,0.005054,0.000454,0.00363,0.001475,0.001475,0.001929,0.008622,0.017358,0.001679,0.000454,0.003177,0.000454,0.001361,0.001361,0.010778,0.056045,0.003541,0.001475,0.000681,0.000794,0.000113,0.00034,0.00034,0.001135,0.000533,0.0,0.001475,0.0,0.00034,0.000454,0.001475,0.005559,0.001145,0.078396,0.020875,0.004084,0.000227,0.0,0.0,0.000681,0.000373,0.007942,0.027115,0.066937,0.116856,0.169725,0.229854,0.288963,0.33979,0.386986,0.443485,0.501686,0.571686,0.653939,0.757634,0.869498,0.942562
1,Mon,Mac2,CFU-GM,546,12,72592,0.642754,0.938585,0.0,0.002298,0.001203,0.000766,0.001094,0.013785,0.027789,0.003548,0.002188,0.001094,0.000985,0.000328,0.001094,0.013457,0.067503,0.005185,0.000219,0.003063,0.001532,0.001532,0.002298,0.007987,0.018161,0.001695,0.000219,0.002735,0.000328,0.001532,0.001313,0.010503,0.057875,0.003595,0.001203,0.000547,0.000547,0.000219,0.000547,0.000219,0.001094,0.000528,0.0,0.000985,0.000219,0.000328,0.000547,0.001203,0.006017,0.001185,0.072864,0.018052,0.00361,0.0,0.0,0.0,0.000547,0.000358,0.012691,0.034025,0.075271,0.127457,0.18019,0.240144,0.29966,0.350315,0.399,0.454249,0.513109,0.583019,0.660915,0.759708,0.869222,0.938585
1,Mon,Neu,CFU-GM,450,8,72592,0.568503,0.846099,0.0,0.002349,0.001436,0.000653,0.001436,0.009919,0.068126,0.004456,0.002349,0.001436,0.000653,0.000522,0.001044,0.009788,0.098535,0.006695,0.000914,0.001958,0.001044,0.001044,0.000914,0.006787,0.021404,0.002277,0.000914,0.001958,0.0,0.001044,0.000783,0.007961,0.070737,0.005103,0.001175,0.000522,0.000653,0.000261,0.000261,0.000522,0.001305,0.000663,0.000131,0.001044,0.0,0.000392,0.000522,0.001305,0.0077,0.001626,0.077132,0.019838,0.01031,0.000914,0.0,0.0,0.000783,0.000444,0.060818,0.091618,0.124115,0.167184,0.210774,0.259063,0.312964,0.361644,0.409542,0.461876,0.516168,0.569156,0.623709,0.688442,0.767792,0.846099
1,Mon,MK,CMP,546,12,72592,0.606216,0.864866,0.0,0.002894,0.000695,0.000926,0.001274,0.01482,0.023271,0.003246,0.002779,0.000579,0.00081,0.000926,0.00081,0.014704,0.052679,0.004652,0.001158,0.002547,0.001852,0.000926,0.0022,0.00822,0.012157,0.001627,0.001158,0.0022,0.000347,0.001621,0.001274,0.010304,0.045617,0.003365,0.001158,0.00081,0.000579,0.000347,0.000232,0.000347,0.001158,0.000556,0.0,0.001158,0.0,0.000232,0.00081,0.001274,0.006484,0.001259,0.068541,0.013315,0.003242,0.004052,0.0,0.0,0.000695,0.000389,0.005673,0.016788,0.034039,0.062636,0.106516,0.157922,0.212685,0.258881,0.303224,0.359377,0.424444,0.499005,0.57924,0.677652,0.79042,0.864866
1,Mon,EP,CFU-GM,546,12,72592,0.525207,0.715561,0.0,0.002939,0.002116,0.001058,0.001999,0.01505,0.015873,0.002522,0.002822,0.002234,0.000941,0.000941,0.001411,0.014814,0.036095,0.003468,0.000588,0.004585,0.000705,0.001293,0.001881,0.007172,0.008818,0.00141,0.000588,0.004233,0.000588,0.000353,0.001411,0.009053,0.029041,0.002811,0.001058,0.000588,0.000118,0.000235,0.00047,0.000353,0.001176,0.000602,0.0,0.001058,0.0,0.000235,0.000235,0.001293,0.004821,0.001357,0.047383,0.011522,0.000823,0.000118,0.0,0.0,0.000705,0.00038,0.004703,0.014697,0.030569,0.054907,0.087123,0.127451,0.170366,0.20846,0.245849,0.287118,0.33309,0.388468,0.451958,0.539551,0.644663,0.715561
1,Mon,Ery,CMP,546,12,72592,0.596856,0.885679,0.0,0.001281,0.00163,0.000815,0.001048,0.013271,0.027823,0.003696,0.001281,0.001397,0.001048,0.000582,0.000815,0.012922,0.064377,0.005504,0.000931,0.004074,0.000931,0.000698,0.001513,0.008265,0.013737,0.001773,0.000931,0.003492,0.000582,0.000931,0.000582,0.009895,0.048079,0.003772,0.001513,0.000815,0.000349,0.0,0.000349,0.000466,0.001164,0.000544,0.0,0.001281,0.000233,0.000466,0.000466,0.001048,0.006403,0.001242,0.071828,0.020489,0.008615,0.000815,0.0,0.0,0.000698,0.000395,0.008149,0.020955,0.040046,0.065425,0.100931,0.146915,0.201397,0.250058,0.298719,0.357974,0.427706,0.504656,0.590802,0.693014,0.809195,0.885679
1,Mon,FoeT,HSC,575,13,72592,0.556229,0.840214,0.0,0.001496,0.001036,0.000921,0.001727,0.008979,0.062392,0.004294,0.001381,0.001151,0.000691,0.001151,0.001036,0.008749,0.098307,0.00654,0.000576,0.002533,0.000806,0.000691,0.000806,0.007828,0.011742,0.002024,0.000576,0.002302,0.00023,0.000921,0.000576,0.008634,0.044319,0.004434,0.001151,0.000576,0.00046,0.000115,0.000691,0.000345,0.001727,0.000619,0.0,0.000921,0.000115,0.000345,0.00023,0.001727,0.006101,0.001464,0.075284,0.023253,0.003338,0.003684,0.0,0.0,0.000691,0.00039,0.009785,0.023023,0.040175,0.065615,0.091976,0.128006,0.170483,0.221364,0.284216,0.351097,0.420625,0.496485,0.570733,0.660752,0.767808,0.840214
1,Mon,nCD4,HSC,575,13,72592,0.552257,0.840666,0.0,0.00116,0.000422,0.00116,0.001581,0.009909,0.061983,0.003914,0.00116,0.000422,0.000843,0.000738,0.001054,0.010014,0.091814,0.005966,0.000632,0.001687,0.000738,0.000738,0.001581,0.006641,0.010436,0.002017,0.000632,0.001581,0.000105,0.000527,0.000949,0.008222,0.03078,0.004467,0.000843,0.000843,0.000632,0.000422,0.000316,0.000422,0.001581,0.000578,0.0,0.000843,0.0,0.000316,0.000632,0.001687,0.006114,0.001402,0.079797,0.023612,0.008328,0.003373,0.0,0.0,0.000632,0.000363,0.002741,0.007695,0.01655,0.032362,0.054709,0.086017,0.125441,0.182153,0.246982,0.320665,0.398671,0.481103,0.566382,0.66294,0.772464,0.840666
1,Mon,tCD4,HSC,575,13,72592,0.569952,0.853262,0.0,0.001888,0.001111,0.000333,0.001444,0.009662,0.064414,0.004204,0.001888,0.001,0.000333,0.000888,0.000777,0.009551,0.096288,0.006323,0.000444,0.001999,0.001111,0.001333,0.000777,0.007219,0.009773,0.002035,0.000444,0.001999,0.000111,0.001222,0.000888,0.008218,0.031096,0.004423,0.001222,0.000555,0.0,0.000444,0.000444,0.000222,0.002221,0.000585,0.0,0.000888,0.000333,0.000111,0.000444,0.001111,0.00633,0.001414,0.073299,0.01788,0.007441,0.000888,0.0,0.0,0.000666,0.000373,0.001999,0.007774,0.015881,0.029542,0.050643,0.078296,0.11539,0.167032,0.229114,0.299969,0.378931,0.463336,0.551405,0.659909,0.777853,0.853262
1,Mon,aCD4,HSC,575,13,72592,0.550094,0.826812,0.0,0.001186,0.000862,0.000755,0.00194,0.009271,0.053144,0.004036,0.001186,0.000862,0.000755,0.001078,0.000862,0.009271,0.079447,0.0061,0.000539,0.001725,0.001294,0.000862,0.000539,0.007115,0.009055,0.002043,0.000539,0.001725,0.0,0.001078,0.00097,0.007761,0.029537,0.004456,0.001401,0.000755,0.000539,0.000216,0.000431,0.000323,0.001509,0.000539,0.0,0.001078,0.000108,0.000647,0.000431,0.001401,0.006037,0.001262,0.076105,0.020482,0.007546,0.001725,0.0,0.0,0.000647,0.000364,0.003018,0.009917,0.020805,0.03622,0.054007,0.081819,0.119764,0.170213,0.230472,0.302158,0.376431,0.456417,0.540069,0.643016,0.757174,0.826812
1,Mon,naCD4,HSC,575,13,72592,0.555541,0.836102,0.0,0.00186,0.000766,0.001423,0.000985,0.009301,0.065654,0.004054,0.00186,0.000766,0.001204,0.000875,0.000438,0.009192,0.100013,0.006126,0.000438,0.00197,0.000766,0.000985,0.001641,0.006347,0.010067,0.002079,0.000438,0.00186,0.000219,0.000657,0.000875,0.008097,0.031295,0.004543,0.001532,0.000328,0.000219,0.000109,0.000547,0.000438,0.002079,0.000592,0.0,0.001313,0.000219,0.0,0.000328,0.001313,0.007441,0.001532,0.084584,0.017398,0.003611,0.004158,0.0,0.0,0.000657,0.000365,0.003611,0.010176,0.021338,0.038626,0.05876,0.088852,0.126821,0.176281,0.23898,0.309558,0.382543,0.463407,0.547991,0.647238,0.76257,0.836102
1,Mon,nCD8,HSC,575,13,72592,0.565884,0.85855,0.0,0.001585,0.000846,0.000951,0.001163,0.009724,0.03879,0.004016,0.001585,0.00074,0.000846,0.00074,0.000634,0.009724,0.054538,0.006107,0.000423,0.002431,0.001057,0.001057,0.00148,0.006447,0.013212,0.001932,0.000423,0.002431,0.0,0.000846,0.001163,0.008033,0.045765,0.004256,0.001163,0.000528,0.000211,0.000423,0.000423,0.000528,0.001585,0.000583,0.0,0.001057,0.0,0.000211,0.000528,0.00148,0.006236,0.001401,0.075782,0.020927,0.006025,0.003065,0.0,0.0,0.000634,0.000359,0.002008,0.008878,0.02061,0.036781,0.062148,0.093645,0.135711,0.190143,0.25451,0.328602,0.408929,0.492004,0.574974,0.676968,0.788263,0.85855
1,Mon,tCD8,HSC,575,13,72592,0.572555,0.858887,0.0,0.001512,0.000432,0.000864,0.001943,0.010257,0.039516,0.003958,0.001512,0.000432,0.000756,0.000756,0.001296,0.010257,0.057871,0.005934,0.000756,0.002159,0.000972,0.000648,0.00108,0.007666,0.009069,0.001918,0.000756,0.002051,0.000216,0.000864,0.00054,0.008853,0.030231,0.004165,0.000756,0.000972,0.00054,0.000216,0.000648,0.000324,0.001727,0.000584,0.0,0.000648,0.000108,0.000324,0.000648,0.001727,0.006154,0.001386,0.072663,0.02602,0.006802,0.003779,0.0,0.0,0.000648,0.000375,0.003671,0.009717,0.020406,0.037033,0.063269,0.0935,0.135284,0.188404,0.253401,0.325956,0.404125,0.486936,0.570936,0.673289,0.786548,0.858887
1,Mon,nB,HSC,575,13,72592,0.596717,0.891645,0.0,0.001687,0.0009,0.0009,0.001575,0.011361,0.025983,0.003905,0.001687,0.0009,0.000787,0.000787,0.001012,0.011248,0.060965,0.005858,0.000337,0.002587,0.001125,0.001125,0.002137,0.007311,0.009224,0.001882,0.000337,0.002475,0.000337,0.000787,0.001237,0.009448,0.034644,0.004089,0.001575,0.000787,0.00045,0.000225,0.000225,0.000562,0.001462,0.000556,0.0,0.00135,0.000112,0.00045,0.00045,0.001462,0.006636,0.001326,0.087961,0.021822,0.011473,0.004049,0.0,0.0,0.000675,0.000388,0.004724,0.017547,0.033745,0.057028,0.091785,0.130817,0.174685,0.224851,0.29414,0.363654,0.440367,0.518092,0.598067,0.702787,0.818081,0.891645
1,Mon,tB,HSC,575,13,72592,0.581143,0.881637,0.0,0.000976,0.000651,0.000976,0.000868,0.009434,0.061704,0.004694,0.000976,0.000651,0.000759,0.000868,0.000325,0.009326,0.089682,0.007134,0.000759,0.001952,0.000976,0.000868,0.001518,0.007157,0.012905,0.001986,0.000759,0.001844,0.000108,0.000868,0.000651,0.009001,0.035569,0.004364,0.001193,0.001193,0.000108,0.000325,0.000325,0.000434,0.001735,0.000552,0.0,0.000868,0.000217,0.000759,0.000651,0.001084,0.006181,0.001295,0.083934,0.020496,0.010194,0.004446,0.0,0.0,0.000651,0.000375,0.005531,0.018761,0.037304,0.062463,0.0989,0.141517,0.184786,0.236405,0.304073,0.373801,0.445699,0.52215,0.60088,0.699888,0.812885,0.881637
1,Mac0,Mac1,CFU-GM,359,1,72592,0.854914,1.450672,0.0,0.001657,0.000725,0.000725,0.000828,0.012839,0.047835,0.005178,0.001657,0.000725,0.000518,0.000414,0.001035,0.012425,0.110786,0.008682,0.000828,0.002174,0.001346,0.000932,0.001346,0.011286,0.02195,0.002316,0.000828,0.002174,0.0,0.001139,0.001035,0.012735,0.073098,0.00559,0.00176,0.00176,0.000518,0.000311,0.000311,0.000725,0.00145,0.00052,0.0,0.001657,0.000104,0.001035,0.000725,0.001864,0.008387,0.001358,0.168663,0.048766,0.020501,0.005177,0.0,0.0,0.000621,0.000355,0.044625,0.151994,0.26982,0.390442,0.502781,0.593273,0.675896,0.747027,0.815673,0.889806,0.967045,1.052775,1.148237,1.262646,1.37923,1.450672
1,Mac0,Mac2,CFU-GM,367,2,72592,0.824714,1.382545,0.0,0.001997,0.000399,0.000998,0.001098,0.012481,0.072487,0.004769,0.001797,0.000499,0.001098,0.0003,0.001098,0.012181,0.165342,0.007898,0.000499,0.003295,0.000998,0.001298,0.001298,0.010683,0.021866,0.00206,0.000499,0.003095,0.0002,0.000899,0.001298,0.012081,0.074883,0.004993,0.001897,0.001298,0.000599,0.000399,0.000499,0.000499,0.001398,0.000495,0.0,0.001697,0.0002,0.000699,0.000699,0.001897,0.008487,0.001286,0.161149,0.048225,0.018671,0.005192,0.0001,0.0,0.000699,0.000343,0.045629,0.146671,0.254204,0.369224,0.476657,0.563422,0.644096,0.71179,0.778986,0.852571,0.926056,1.007529,1.09679,1.203025,1.314551,1.382545
1,Mac0,Neu,CFU-GM,546,12,72592,0.429494,0.597671,0.0,0.002978,0.001548,0.000596,0.001191,0.010481,0.028943,0.002839,0.002978,0.001548,0.000596,0.000119,0.001429,0.010124,0.067414,0.004027,0.000119,0.001906,0.000953,0.001072,0.000953,0.005717,0.013935,0.001722,0.000119,0.001667,0.000357,0.000953,0.000715,0.006908,0.047166,0.003649,0.000953,0.000238,0.000119,0.000119,0.000476,0.000238,0.001429,0.000629,0.0,0.000834,0.000119,0.000119,0.0,0.001072,0.007027,0.001747,0.04657,0.008695,0.006313,0.001787,0.000238,0.0,0.000834,0.000409,0.006551,0.018104,0.037876,0.067414,0.098977,0.136614,0.176276,0.206767,0.238211,0.270012,0.305148,0.344572,0.391619,0.450219,0.526565,0.597671
1,Mac0,MK,CMP,459,9,72592,0.698208,1.080067,0.0,0.001057,0.00074,0.000634,0.001691,0.015427,0.032438,0.003648,0.000951,0.00074,0.000528,0.001057,0.00074,0.015532,0.060227,0.005624,0.001162,0.002853,0.001479,0.001057,0.001479,0.010355,0.012891,0.001741,0.001162,0.00243,0.000528,0.001374,0.001057,0.011834,0.04871,0.003849,0.001268,0.001268,0.000423,0.000317,0.000317,0.000528,0.001479,0.000542,0.0,0.001162,0.000106,0.000634,0.000528,0.001691,0.007502,0.001398,0.099004,0.022506,0.0112,0.005389,0.000211,0.0,0.00074,0.000365,0.005917,0.025147,0.07354,0.147503,0.234462,0.307579,0.376259,0.431097,0.488471,0.554403,0.621921,0.70254,0.792246,0.899386,1.010436,1.080067
1,Mac0,EP,CFU-GM,459,9,72592,0.669769,1.016886,0.0,0.00161,0.001395,0.000858,0.00161,0.014807,0.023499,0.003421,0.00161,0.001395,0.000858,0.000644,0.001502,0.014271,0.051182,0.005174,0.001288,0.002253,0.001931,0.001931,0.001395,0.010301,0.009228,0.001599,0.001288,0.002253,0.000215,0.001502,0.002146,0.011696,0.033156,0.003467,0.002361,0.001073,0.000429,0.000107,0.000322,0.000537,0.001502,0.000503,0.0,0.002146,0.000107,0.000751,0.000322,0.001502,0.008584,0.001235,0.089596,0.026289,0.007082,0.002575,0.0,0.0,0.000644,0.000363,0.010086,0.037877,0.094961,0.170178,0.252478,0.317073,0.379951,0.432099,0.48532,0.54412,0.603565,0.671271,0.745631,0.842523,0.949072,1.016886
1,Mac0,Ery,CMP,459,9,72592,0.653702,1.041907,0.0,0.001487,0.001062,0.001062,0.002125,0.012749,0.031872,0.003636,0.001487,0.001062,0.000956,0.000744,0.0017,0.012536,0.071713,0.005785,0.000956,0.00255,0.001487,0.000956,0.001275,0.008712,0.014555,0.001935,0.000956,0.002337,0.000425,0.001381,0.000744,0.010093,0.049508,0.004444,0.0017,0.000744,0.000637,0.000106,0.000212,0.000531,0.001381,0.000523,0.0,0.001487,0.000212,0.000425,0.000531,0.001275,0.007012,0.001344,0.103266,0.030066,0.011899,0.001912,0.0,0.0,0.000637,0.000362,0.008074,0.02741,0.068738,0.128446,0.201221,0.266453,0.330516,0.385549,0.443557,0.504752,0.572215,0.651789,0.742094,0.854072,0.969981,1.041907
1,Mac0,FoeT,HSC,575,13,72592,0.511929,0.745885,0.0,0.001366,0.001156,0.001261,0.001681,0.010926,0.021641,0.003113,0.001366,0.001051,0.001261,0.00084,0.001156,0.010716,0.047905,0.004593,0.000525,0.002626,0.001471,0.000945,0.001786,0.007144,0.011346,0.001516,0.000525,0.002416,0.00021,0.001366,0.001051,0.00893,0.042022,0.003203,0.001261,0.001156,0.0,0.000105,0.000105,0.000315,0.001156,0.000465,0.0,0.001156,0.000105,0.00084,0.00021,0.00063,0.005358,0.000998,0.063348,0.007669,0.007879,0.001471,0.0,0.0,0.00063,0.000352,0.003152,0.01019,0.020065,0.036454,0.05778,0.088771,0.124909,0.163359,0.206642,0.259484,0.317474,0.390697,0.47411,0.572125,0.67781,0.745885
1,Mac0,nCD4,HSC,575,13,72592,0.519197,0.792792,0.0,0.001154,0.001347,0.000577,0.001539,0.010486,0.020202,0.003178,0.001154,0.001251,0.000673,0.001058,0.000289,0.010678,0.046465,0.004861,0.000577,0.002116,0.001347,0.001058,0.000866,0.007407,0.011256,0.001593,0.000577,0.001828,0.000577,0.001058,0.000962,0.008369,0.03848,0.003506,0.001443,0.000577,0.000385,0.000192,0.000289,0.000289,0.001443,0.000458,0.0,0.001347,9.6e-05,0.000481,0.000192,0.001058,0.006445,0.001108,0.068784,0.018855,0.005772,0.001732,0.0,0.0,0.000577,0.000324,0.001154,0.004425,0.01039,0.020587,0.03723,0.061088,0.094085,0.140357,0.194615,0.263494,0.337473,0.425208,0.515445,0.620304,0.72651,0.792792
1,Mac0,tCD4,HSC,575,13,72592,0.527849,0.779408,0.0,0.001723,0.000608,0.000811,0.00152,0.010237,0.019156,0.003454,0.001723,0.000507,0.000811,0.000608,0.000912,0.010338,0.035879,0.005121,0.000507,0.002737,0.001216,0.001115,0.001115,0.007297,0.009629,0.001578,0.000507,0.002432,0.000405,0.001014,0.001216,0.008412,0.028987,0.003361,0.001318,0.000405,0.000304,0.000203,0.000304,0.000203,0.001014,0.000462,0.0,0.001318,0.0,0.000304,0.000203,0.000912,0.005574,0.001036,0.059292,0.015203,0.007196,0.000203,0.0,0.0,0.000608,0.000342,0.001014,0.003041,0.009325,0.017737,0.030305,0.050677,0.076218,0.11382,0.161051,0.222673,0.295445,0.382102,0.477577,0.591498,0.708359,0.779408
1,Mac0,aCD4,HSC,575,13,72592,0.513632,0.780138,0.0,0.000885,0.000885,0.00059,0.001181,0.010133,0.020561,0.003527,0.000885,0.000885,0.00059,0.000197,0.001082,0.010035,0.053026,0.005395,0.00059,0.002361,0.000984,0.000197,0.000984,0.007575,0.007477,0.0017,0.00059,0.002164,0.000197,0.000984,9.8e-05,0.008657,0.02853,0.003721,0.001377,0.000689,0.000295,9.8e-05,0.000394,0.000197,0.001181,0.000454,0.0,0.001181,0.000197,0.000492,0.000295,0.000885,0.005804,0.001041,0.063355,0.011018,0.006493,0.002951,0.0,0.0,0.00059,0.000334,0.001869,0.005706,0.01515,0.030005,0.046238,0.068176,0.09828,0.136844,0.185639,0.249093,0.319433,0.404924,0.493956,0.601975,0.711666,0.780138
1,Mac0,naCD4,HSC,575,13,72592,0.503699,0.734578,0.0,0.001498,0.001698,0.000799,0.000799,0.010186,0.020871,0.003209,0.001498,0.001598,0.000799,0.0002,0.000999,0.009886,0.04294,0.004713,0.000499,0.002097,0.001198,0.000799,0.001198,0.006691,0.009587,0.001604,0.000499,0.001897,0.0003,0.001098,0.000799,0.007889,0.028361,0.003429,0.001298,0.000399,0.0001,0.0,0.000399,0.0002,0.000999,0.000457,0.0,0.001198,0.0001,0.0002,0.0002,0.000699,0.005892,0.001119,0.05752,0.011784,0.007989,0.001797,0.0,0.0,0.000599,0.000342,0.000799,0.002696,0.008588,0.016477,0.027562,0.046535,0.070702,0.103456,0.15079,0.210108,0.276415,0.356304,0.445081,0.55303,0.665674,0.734578
1,Mac0,nCD8,HSC,575,13,72592,0.526368,0.789793,0.0,0.001157,0.00135,0.000579,0.001061,0.010224,0.019484,0.003387,0.001157,0.00135,0.000386,0.000289,0.001254,0.009935,0.051605,0.005108,0.000579,0.002219,0.00164,0.000965,0.001157,0.007138,0.010417,0.001563,0.000579,0.002122,9.6e-05,0.001543,0.000965,0.008392,0.035786,0.003374,0.00135,0.000868,0.000386,0.0,0.000193,0.000289,0.001157,0.000431,0.0,0.001157,0.000193,0.000675,0.000386,0.000675,0.005691,0.000967,0.061926,0.016494,0.006559,0.000579,0.0,0.0,0.000579,0.000325,0.002315,0.005305,0.011671,0.023246,0.039355,0.062794,0.094335,0.135909,0.188671,0.254165,0.32863,0.414285,0.506787,0.61318,0.722466,0.789793
1,Mac0,tCD8,HSC,575,13,72592,0.523408,0.778215,0.0,0.001675,0.001281,0.000394,0.001379,0.010937,0.015568,0.003156,0.001675,0.001182,0.000394,0.00069,0.001084,0.010642,0.038132,0.004711,0.000985,0.002562,0.001084,0.000887,0.001182,0.006996,0.008277,0.001528,0.000985,0.002266,0.000296,0.001182,0.00069,0.008277,0.0269,0.003322,0.001084,0.00069,0.000197,0.000197,0.000197,0.000296,0.001379,0.000482,0.0,0.000985,9.9e-05,0.000493,0.000197,0.000887,0.006405,0.001223,0.060696,0.013696,0.006109,0.003646,0.0,0.0,0.000591,0.000339,0.000493,0.003744,0.009558,0.018524,0.033994,0.054292,0.084443,0.122674,0.173418,0.237958,0.309493,0.396892,0.489119,0.598293,0.709931,0.778215
1,Mac0,nB,HSC,575,13,72592,0.545598,0.830972,0.0,0.001129,0.001334,0.000821,0.00195,0.011189,0.019299,0.003263,0.001027,0.001232,0.000719,0.001232,0.001129,0.011086,0.047939,0.00499,0.000821,0.002258,0.000924,0.000821,0.001129,0.00852,0.010881,0.001669,0.000821,0.002156,0.000103,0.000719,0.001129,0.009547,0.03521,0.003642,0.00154,0.000821,0.000411,0.000103,0.000411,0.000308,0.001437,0.000487,0.0,0.001437,0.000103,0.000513,0.000411,0.001129,0.007596,0.001185,0.082122,0.018683,0.007596,0.004106,0.000103,0.0,0.000719,0.00035,0.002258,0.009649,0.024739,0.049786,0.082225,0.119488,0.16137,0.206126,0.251909,0.310113,0.373039,0.4489,0.536873,0.645992,0.761271,0.830972
1,Mac0,tB,HSC,575,13,72592,0.522343,0.789848,0.0,0.00099,0.001188,0.000891,0.001287,0.011084,0.019199,0.003205,0.00099,0.001089,0.000693,0.000891,0.000891,0.010886,0.043842,0.00488,0.000198,0.00188,0.001287,0.000693,0.001484,0.007323,0.011777,0.001705,0.000198,0.00188,9.9e-05,0.00099,0.000891,0.008808,0.034935,0.003736,0.00099,0.000594,9.9e-05,0.000495,9.9e-05,0.000297,0.001287,0.000491,0.0,0.000792,0.000198,0.000297,0.000396,0.000891,0.006433,0.001294,0.073532,0.018903,0.009501,0.003662,0.0,0.0,0.000594,0.000342,0.003266,0.011381,0.025137,0.04691,0.077193,0.110941,0.14934,0.190114,0.238211,0.29195,0.351923,0.422981,0.508784,0.613193,0.724134,0.789848
1,Mac1,Mac2,CFU-GM,367,2,72592,0.822398,1.378737,0.0,0.001384,0.000494,0.00089,0.001285,0.013347,0.041822,0.004583,0.001285,0.000593,0.000791,0.000494,0.001088,0.01315,0.10055,0.007566,0.000395,0.002669,0.001582,0.001186,0.00178,0.010579,0.017698,0.002022,0.000395,0.002571,0.000198,0.001285,0.001384,0.012359,0.058729,0.004871,0.001483,0.001384,0.000989,0.000494,0.000593,0.000593,0.001681,0.000523,0.0,0.001384,9.9e-05,0.000692,0.000989,0.002373,0.010184,0.001391,0.150677,0.053587,0.018489,0.008206,0.0,0.0,0.000593,0.000346,0.045085,0.150974,0.261016,0.376496,0.485944,0.572851,0.651353,0.72076,0.786113,0.86066,0.934318,1.014699,1.102496,1.205221,1.312989,1.378737
1,Mac1,Neu,CFU-GM,546,12,72592,0.424712,0.578391,0.0,0.002713,0.001415,0.001415,0.001415,0.010143,0.026065,0.002736,0.002713,0.001415,0.001179,0.000944,0.001061,0.009789,0.055551,0.003786,0.000354,0.002713,0.00059,0.001297,0.001061,0.005543,0.007666,0.00154,0.000354,0.002477,0.000354,0.00059,0.001297,0.006487,0.025594,0.003149,0.000708,0.000708,0.000236,0.0,0.000472,0.000236,0.001297,0.000613,0.0,0.00059,0.000118,0.000472,0.000118,0.001061,0.005661,0.001457,0.03786,0.006133,0.001887,0.000472,0.0,0.0,0.000708,0.000382,0.004836,0.014861,0.032552,0.060976,0.091524,0.126081,0.167361,0.199795,0.231404,0.262069,0.295918,0.332952,0.378007,0.433558,0.509631,0.578391
1,Mac1,MK,CMP,459,9,72592,0.711376,1.096936,0.0,0.00136,0.001256,0.000105,0.001674,0.015485,0.024902,0.00362,0.00136,0.001151,0.000105,0.000732,0.001779,0.014753,0.052419,0.005546,0.00136,0.00272,0.001674,0.001465,0.001988,0.010254,0.013706,0.001672,0.00136,0.001988,0.000732,0.001674,0.00136,0.012346,0.047502,0.003642,0.001988,0.000942,0.000942,0.000209,0.000209,0.000628,0.001988,0.000525,0.0,0.001883,0.000105,0.000523,0.000523,0.001883,0.008894,0.001271,0.100863,0.023542,0.010986,0.001256,0.0,0.0,0.000628,0.000352,0.007219,0.032435,0.086843,0.163641,0.252053,0.32613,0.396546,0.456394,0.512685,0.58038,0.650482,0.731256,0.818098,0.921368,1.029868,1.096936
